voyageurs,chambres,lits,salles_de_bain,prix_total,nb_nuits,note,nb_avis,latitude,longitude,Cuisine,Wifi,Eau chaude,Équipements de cuisine de base,Draps,Vaisselle et couverts,Télévision,Cintres,Fer à repasser,Lave-linge,localisation_detail,type_logement_clean,prix_par_nuit,prix_par_voyageur
2.0,1.0,1.0,1.0,345.0,5,4.97,115.0,31.63815242507249,-8.01002141198821,1,1,1,1,1,1,0,1,1,1,Semlalia,Appartement en résidence,69.0,172.5
3.0,1.0,2.0,1.0,263.0,5,4.92,13.0,31.6282,-8.0194,1,1,1,1,1,1,1,1,1,1,L'Hivernage,Appartement,52.6,87.66666666666667
6.0,3.0,3.0,1.0,347.0,5,5.0,8.0,31.62256,-8.01133,1,1,1,0,1,1,1,1,1,1,Marrakech,Appartement,69.4,57.833333333333336
2.0,1.0,1.0,1.0,322.0,5,4.95,19.0,31.62861340422138,-8.018139105491132,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement,64.4,161.0
4.0,1.0,1.0,1.0,488.0,5,4.92,48.0,31.64734710889362,-8.01694229100011,1,1,1,1,1,0,1,0,0,1,Semlalia,Appartement,97.6,122.0
3.0,1.0,1.0,1.0,325.0,5,4.91,27.0,31.635,-8.0175,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement,65.0,108.33333333333333
2.0,1.0,1.0,1.0,295.0,5,4.8,45.0,31.62859,-8.01607,1,1,1,1,1,1,1,1,1,1,L'Hivernage,Appartement,59.0,147.5
6.0,3.0,3.0,1.0,329.0,5,4.67,6.0,31.64704,-8.01738,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,65.8,54.833333333333336
3.0,1.0,1.0,1.0,403.0,5,4.88,8.0,31.63405,-8.00652,1,1,1,0,0,1,1,0,1,1,Marrakech,Appartement,80.6,134.33333333333334
6.0,2.0,3.0,2.0,316.0,5,4.8,5.0,31.6349,-8.0334,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,63.2,52.666666666666664
3.0,1.0,2.0,1.0,300.0,5,4.91,65.0,31.6312,-8.0246,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement,60.0,100.0
3.0,1.0,2.0,1.0,513.0,5,4.95,148.0,31.6257,-8.01788,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement en résidence,102.6,171.0
7.0,2.0,3.0,1.0,277.0,5,4.91,27.0,31.6718,-8.0175,1,1,0,0,1,0,1,0,0,1,Marrakech,Appartement,55.4,39.57142857142857
3.0,1.0,1.0,1.0,310.0,5,4.86,7.0,31.6289,-8.0176,1,1,1,1,1,0,1,1,1,1,Marrakech,Appartement,62.0,103.33333333333333
5.0,2.0,3.0,2.0,349.0,5,5.0,4.0,31.569,-8.0175,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,69.8,69.8
6.0,2.0,2.0,2.0,361.0,5,5.0,7.0,31.6326,-8.0052,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement,72.2,60.166666666666664
3.0,1.0,1.0,1.0,280.0,5,4.8,5.0,31.6522,-8.0198,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,56.0,93.33333333333333
5.0,2.0,2.0,1.0,451.0,5,5.0,10.0,31.63091629348348,-8.031221752547822,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,90.2,90.2
5.0,2.0,3.0,1.0,255.0,5,4.93,45.0,31.6577,-8.031,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,51.0,51.0
4.0,1.0,2.0,1.0,276.0,5,4.97,91.0,31.6377,-8.0183,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement en résidence,55.2,69.0
4.0,1.0,1.0,1.0,161.0,5,4.91,27.0,31.65544,-8.03174,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,32.2,40.25
4.0,1.0,2.0,1.0,384.0,5,4.94,18.0,31.57082695915015,-8.017975156862573,1,1,1,0,1,1,1,1,1,1,Chrifia,Appartement,76.8,96.0
4.0,2.0,3.0,1.0,231.0,5,4.9,10.0,31.66986,-8.02311,1,1,1,0,0,0,1,0,0,1,Guéliz,Appartement,46.2,57.75
2.0,1.0,1.0,1.0,303.0,5,4.86,7.0,31.6297,-8.0063,1,1,1,1,1,1,1,0,1,1,Marrakech,Appartement,60.6,151.5
4.0,1.0,1.0,1.0,330.0,5,4.95,22.0,31.6762,-8.0034,1,1,1,1,1,1,1,1,1,1,Diar Marjane,Appartement en résidence,66.0,82.5
3.0,1.0,1.0,1.0,162.0,5,4.79,34.0,31.6675,-8.0031,1,1,1,0,0,0,1,0,1,1,Amerchich,Appartement,32.4,54.0
4.0,1.0,3.0,1.0,178.0,5,4.93,40.0,31.6468,-8.0367,1,1,1,1,1,1,1,1,0,1,Guéliz,Appartement en résidence,35.6,44.5
4.0,2.0,3.0,1.0,295.0,5,5.0,14.0,31.6513,-8.0199,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,59.0,73.75
3.0,1.0,1.0,1.0,321.0,5,4.97,34.0,31.6254,-8.0261,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement en résidence,64.2,107.0
3.0,1.0,1.0,1.0,350.0,5,4.91,27.0,31.62728014913852,-8.016238525233629,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement en résidence,70.0,116.66666666666667
3.0,1.0,1.0,1.0,414.0,5,4.85,88.0,31.62611,-8.02117,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement,82.8,138.0
2.0,1.0,1.0,1.0,315.0,5,5.0,4.0,31.63349,-8.0068,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,63.0,157.5
4.0,1.0,2.0,1.0,307.0,5,4.88,33.0,31.5804,-8.0001,1,1,1,1,1,1,1,1,1,1,Agdal,Appartement,61.4,76.75
4.0,1.0,1.0,1.0,282.0,5,4.91,67.0,31.6762,-8.0029,1,1,1,1,1,1,1,1,1,1,Hay Firdaous,Appartement en résidence,56.4,70.5
4.0,2.0,3.0,2.0,373.0,5,4.96,23.0,31.66062585412495,-8.025910499512053,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,74.6,93.25
3.0,1.0,1.0,1.0,288.0,5,4.91,27.0,31.62927,-8.01603,1,1,1,1,0,0,1,0,1,1,Marrakech,Appartement,57.6,96.0
4.0,1.0,2.0,2.0,491.0,5,4.97,38.0,31.60036959283898,-7.990300437560314,1,1,1,1,1,1,1,0,1,1,Agdal,Appartement,98.2,122.75
3.0,1.0,2.0,1.0,346.0,5,4.96,48.0,31.57097212944257,-8.017300300641885,1,1,1,1,1,1,1,1,1,1,Chrifia,Appartement,69.2,115.33333333333333
2.0,1.0,1.0,1.0,336.0,5,5.0,4.0,31.6377,-8.0199,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement en résidence,67.2,168.0
5.0,2.0,3.0,1.0,437.0,5,5.0,32.0,31.6623,-7.9881,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,87.4,87.4
6.0,2.0,2.0,1.0,460.0,5,4.94,62.0,31.6003,-7.9954,1,1,1,1,1,1,1,1,1,1,Agdal,Appartement,92.0,76.66666666666667
4.0,1.0,2.0,1.0,276.0,5,4.8,15.0,31.6395,-8.0035,1,1,1,1,1,1,1,0,0,1,Semlalia,Appartement,55.2,69.0
4.0,2.0,4.0,2.0,240.0,5,4.86,51.0,31.6612,-8.0235,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,48.0,60.0
2.0,1.0,2.0,1.0,440.0,5,4.93,43.0,31.6314,-8.0073,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,88.0,220.0
2.0,1.0,1.0,1.0,448.0,5,4.95,105.0,31.62569,-8.02099,1,1,1,0,1,1,0,1,1,1,L'Hivernage,Appartement,89.6,224.0
2.0,1.0,1.0,1.0,301.0,5,4.91,27.0,31.6349534081039,-8.01422432143861,1,1,1,0,1,1,1,1,1,1,Marrakech,Appartement,60.2,150.5
6.0,3.0,3.0,1.0,446.0,5,5.0,9.0,31.64281,-8.0186,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,89.2,74.33333333333333
3.0,1.0,2.0,1.0,272.0,5,4.82,17.0,31.6224,-8.0269,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,54.4,90.66666666666667
4.0,2.0,4.0,2.0,240.0,5,4.86,51.0,31.6612,-8.0235,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,48.0,60.0
2.0,1.0,1.0,1.0,493.0,5,4.95,56.0,31.6318,-8.0129,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,98.6,246.5
4.0,1.0,2.0,1.0,397.0,5,5.0,96.0,31.5635,-8.0157,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement,79.4,99.25
3.0,1.0,1.0,1.0,394.0,5,4.91,55.0,31.6369,-8.0087,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement en résidence,78.8,131.33333333333334
3.0,1.0,1.0,1.0,355.0,5,4.91,45.0,31.67058528551177,-8.006020729839712,1,1,1,1,1,1,1,0,0,1,Diar Marjane,Appartement,71.0,118.33333333333333
3.0,1.0,1.0,1.0,336.0,5,4.87,15.0,31.6257,-8.029,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement en résidence,67.2,112.0
4.0,1.0,1.0,1.0,263.0,5,4.83,24.0,31.6654,-8.0134,1,1,1,1,1,1,1,1,1,1,Issil,Appartement,52.6,65.75
4.0,1.0,1.0,1.0,379.0,5,4.91,27.0,31.63655,-8.01513,1,1,1,1,1,1,1,0,1,1,Marrakech,Appartement,75.8,94.75
5.0,2.0,4.0,2.0,327.0,5,4.88,26.0,31.649,-8.0126,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement en résidence,65.4,65.4
2.0,1.0,1.0,1.0,384.0,5,4.91,11.0,31.6335,-8.0127,1,1,1,0,1,0,1,1,1,1,Guéliz,Appartement,76.8,192.0
6.0,3.0,3.0,1.0,275.0,5,4.93,15.0,31.6368,-8.019,1,1,1,1,1,0,1,1,1,1,Guéliz,Appartement,55.0,45.833333333333336
4.0,2.0,2.0,1.0,459.0,5,4.9,70.0,31.6307,-8.0126,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement en résidence,91.8,114.75
4.0,1.0,2.0,1.0,569.0,5,5.0,47.0,31.5694,-8.0202,1,1,1,1,0,1,1,1,1,1,Marrakech,Appartement,113.8,142.25
6.0,3.0,3.0,1.0,417.0,5,5.0,8.0,31.6624,-7.9893,1,1,1,0,1,1,1,1,1,1,Guéliz,Appartement,83.4,69.5
5.0,2.0,2.0,1.0,353.0,5,5.0,5.0,31.64526,-8.01246,1,1,1,1,0,0,1,0,0,1,Marrakech,Appartement,70.6,70.6
2.0,1.0,1.0,1.0,284.0,5,4.93,42.0,31.63608,-8.02002,1,1,1,1,1,1,1,1,0,1,Guéliz,Appartement,56.8,142.0
4.0,1.0,1.0,1.0,316.0,5,4.88,8.0,31.6322,-8.0131,1,1,1,0,1,1,1,0,1,1,Marrakech,Appartement,63.2,79.0
4.0,1.0,1.0,1.0,210.0,5,4.93,14.0,31.64842587226964,-8.008849537463155,1,1,1,1,1,1,1,0,1,1,Marrakech,Appartement en résidence,42.0,52.5
4.0,1.0,2.0,1.0,293.0,5,4.87,109.0,31.6313,-8.0121,1,1,1,0,1,0,1,1,1,1,Guéliz,Appartement,58.6,73.25
3.0,1.0,2.0,1.0,505.0,5,4.84,19.0,31.6317,-8.0083,1,1,1,1,1,1,1,1,1,1,El Hara,Appartement,101.0,168.33333333333334
3.0,1.0,1.0,1.0,239.0,5,4.8,5.0,31.6269,-8.023,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,47.8,79.66666666666667
4.0,1.0,2.0,1.0,307.0,5,4.91,22.0,31.6371,-8.0107,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,61.4,76.75
2.0,1.0,1.0,1.0,247.0,5,4.91,11.0,31.63157407222946,-8.011345988024422,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,49.4,123.5
3.0,1.0,2.0,1.0,300.0,5,4.78,23.0,31.6373,-8.0147,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,60.0,100.0
4.0,1.0,2.0,1.0,338.0,5,4.9,112.0,31.6391,-8.0108,1,1,1,1,1,1,0,1,1,1,Semlalia,Appartement,67.6,84.5
6.0,3.0,3.0,1.0,345.0,5,4.94,47.0,31.6539,-8.0209,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,69.0,57.5
2.0,1.0,1.0,1.0,316.0,5,4.9,67.0,31.6324,-8.009,1,1,1,1,1,1,1,1,1,1,El Hara,Appartement,63.2,158.0
4.0,2.0,3.0,1.0,188.0,5,5.0,49.0,31.6655,-8.0094,1,1,1,1,0,0,1,1,0,1,Malizia,Appartement,37.6,47.0
4.0,1.0,1.0,1.0,379.0,5,4.94,16.0,31.63741,-8.01183,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement en résidence,75.8,94.75
4.0,1.0,3.0,1.0,288.0,5,5.0,3.0,31.6576,-8.0221,1,1,0,0,0,0,1,0,0,1,Marrakech,Appartement,57.6,72.0
3.0,1.0,2.0,1.0,432.0,5,4.85,71.0,31.5707,-8.0187,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement en résidence,86.4,144.0
3.0,1.0,2.0,1.0,309.0,5,4.97,39.0,31.63545,-8.01805,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement en résidence,61.8,103.0
4.0,2.0,3.0,2.0,339.0,5,4.95,20.0,31.6625,-8.0312,1,1,1,1,1,1,1,1,1,1,Izdihar,Appartement,67.8,84.75
4.0,2.0,2.0,1.0,333.0,5,4.88,25.0,31.64445,-8.01147,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,66.6,83.25
6.0,3.0,3.0,1.0,366.0,5,5.0,57.0,31.6328,-8.009,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,73.2,61.0
4.0,2.0,2.0,2.0,347.0,5,4.92,65.0,31.631,-8.0133,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement,69.4,86.75
2.0,1.0,1.0,1.0,218.0,5,4.91,27.0,31.5951,-8.0175,1,1,1,1,1,1,1,1,0,0,Marrakech,Loft,43.6,109.0
6.0,3.0,3.0,1.0,327.0,5,4.92,36.0,31.6259,-8.0265,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,65.4,54.5
4.0,1.0,1.0,1.0,441.0,5,4.97,79.0,31.6208,-8.0133,1,1,1,1,1,1,1,1,1,1,L'Hivernage,Appartement,88.2,110.25
4.0,2.0,2.0,1.0,402.0,5,5.0,20.0,31.6624,-7.9893,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,80.4,100.5
5.0,2.0,3.0,2.0,416.0,5,4.92,12.0,31.6213,-8.0354,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,83.2,83.2
4.0,2.0,2.0,2.0,340.0,5,4.96,54.0,31.6447,-8.0113,1,1,1,1,0,1,1,0,1,1,Semlalia,Appartement,68.0,85.0
3.0,1.0,1.0,1.0,423.0,5,4.98,48.0,31.6349,-8.0085,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,84.6,141.0
4.0,1.0,2.0,1.0,420.0,5,4.98,119.0,31.62104,-8.01104,1,1,1,1,1,1,1,1,1,1,L'Hivernage,Appartement,84.0,105.0
3.0,1.0,1.0,1.0,321.0,5,5.0,3.0,31.6528,-8.0189,1,1,1,1,1,0,1,1,1,1,Marrakech,Appartement,64.2,107.0
5.0,2.0,3.0,2.0,345.0,5,4.91,27.0,31.6711,-8.0172,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,69.0,69.0
2.0,1.0,1.0,1.0,366.0,5,4.98,136.0,31.6282,-8.0187,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement en résidence,73.2,183.0
3.0,1.0,2.0,1.0,368.0,5,5.0,6.0,31.62770089398017,-8.01935775559499,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement en résidence,73.6,122.66666666666667
2.0,1.0,1.0,1.0,348.0,5,4.91,93.0,31.6324,-8.009,1,1,1,1,1,1,1,1,1,1,El Hara,Appartement en résidence,69.6,174.0
5.0,2.0,3.0,2.0,326.0,5,5.0,15.0,31.6481,-8.0141,1,1,1,1,1,1,0,1,1,1,Semlalia,Appartement,65.2,65.2
2.0,1.0,1.0,1.0,278.0,5,4.96,25.0,31.6351,-8.0099,1,1,1,1,0,1,1,0,1,1,Guéliz,Appartement,55.6,139.0
3.0,1.0,2.0,1.0,354.0,5,4.97,62.0,31.63714,-8.01542,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement en résidence,70.8,118.0
2.0,1.0,1.0,1.0,373.0,5,4.8,5.0,31.63649,-8.00717,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,74.6,186.5
4.0,1.0,3.0,1.0,332.0,5,5.0,55.0,31.6514,-8.0195,1,1,1,1,1,1,0,1,1,0,Guéliz,Appartement,66.4,83.0
4.0,2.0,2.0,2.0,433.0,5,4.88,142.0,31.63289,-8.00273,1,1,1,1,1,1,1,1,1,1,El Hara,Appartement,86.6,108.25
4.0,2.0,3.0,2.0,609.0,5,5.0,10.0,31.5981,-8.0132,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,121.8,152.25
6.0,2.0,3.0,2.0,480.0,5,4.91,27.0,31.6257,-8.0259,1,1,1,0,1,0,1,1,1,1,Marrakech,Appartement,96.0,80.0
4.0,1.0,1.0,1.0,216.0,5,4.92,61.0,31.64937,-8.00934,1,1,1,1,1,1,0,0,1,1,Marrakech,Appartement en résidence,43.2,54.0
3.0,1.0,2.0,1.0,283.0,5,5.0,12.0,31.6403,-8.0248,1,1,1,1,0,1,1,0,1,1,Marrakech,Appartement,56.6,94.33333333333333
3.0,1.0,2.0,1.0,372.0,5,4.86,59.0,31.6376,-8.0183,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,74.4,124.0
4.0,2.0,3.0,1.0,443.0,5,5.0,8.0,31.63443,-8.00812,1,1,1,0,1,1,1,1,1,1,Marrakech,Appartement en résidence,88.6,110.75
4.0,2.0,2.0,1.0,567.0,5,4.96,102.0,31.6311,-8.0042,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,113.4,141.75
4.0,2.0,2.0,1.0,605.0,5,4.92,65.0,31.6314,-8.0039,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,121.0,151.25
4.0,2.0,2.0,1.0,284.0,5,4.93,71.0,31.6599,-8.0226,1,1,1,1,1,1,1,1,1,1,Jnane Awrad,Appartement,56.8,71.0
2.0,1.0,1.0,1.0,255.0,5,4.91,27.0,31.65829573955897,-8.022598131601338,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,51.0,127.5
2.0,1.0,1.0,1.0,415.0,5,5.0,13.0,31.64101519109175,-8.026931254349096,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,83.0,207.5
4.0,1.0,1.0,1.0,283.0,5,5.0,21.0,31.6669,-8.024,1,1,1,1,1,0,1,0,0,1,Guéliz,Appartement,56.6,70.75
3.0,1.0,3.0,1.0,231.0,5,4.94,34.0,31.6265,-8.0192,1,1,1,1,1,1,0,1,1,1,L'Hivernage,Appartement,46.2,77.0
4.0,2.0,3.0,2.0,471.0,5,4.96,25.0,31.65938225374873,-8.031867433835444,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,94.2,117.75
6.0,3.0,3.0,1.0,327.0,5,4.92,26.0,31.6378,-8.0122,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,65.4,54.5
2.0,1.0,1.0,1.0,357.0,5,5.0,7.0,31.6283,-8.0196,1,1,1,0,0,0,1,1,1,1,L'Hivernage,Appartement,71.4,178.5
4.0,2.0,2.0,1.0,294.0,5,5.0,6.0,31.6711,-8.0071,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,58.8,73.5
4.0,1.0,1.0,1.0,342.0,5,4.89,131.0,31.6327,-8.0074,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,68.4,85.5
3.0,1.0,1.0,1.0,293.0,5,4.85,96.0,31.6384,-8.0215,1,1,1,0,0,0,0,0,1,0,Guéliz,Appartement,58.6,97.66666666666667
4.0,2.0,3.0,1.0,188.0,5,4.91,145.0,31.6733,-8.0123,1,1,1,1,1,1,1,1,1,1,Diar Marjane,Appartement,37.6,47.0
2.0,1.0,1.0,1.0,338.0,5,4.96,99.0,31.60107,-8.00889,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,67.6,169.0
4.0,1.0,1.0,1.0,422.0,5,4.95,125.0,31.6455,-8.0121,1,1,1,1,1,1,1,0,1,1,Semlalia,Appartement,84.4,105.5
6.0,3.0,4.0,1.0,501.0,5,4.93,29.0,31.6443,-8.0096,1,1,1,1,1,1,0,0,1,1,Semlalia,Appartement en résidence,100.2,83.5
6.0,3.0,3.0,1.0,563.0,5,4.86,22.0,31.6192,-8.0108,1,1,1,0,1,1,1,1,1,1,L'Hivernage,Appartement,112.6,93.83333333333333
5.0,2.0,3.0,1.0,302.0,5,4.88,86.0,31.6263,-8.0198,1,1,1,1,1,0,1,1,1,1,L'Hivernage,Appartement en résidence,60.4,60.4
6.0,3.0,3.0,1.0,455.0,5,5.0,19.0,31.6405,-7.9995,1,1,1,1,0,1,1,1,1,1,Boukar,Appartement,91.0,75.83333333333333
4.0,1.0,1.0,1.0,392.0,5,4.92,64.0,31.57037,-8.01736,1,1,1,0,0,1,1,0,0,1,Marrakech,Appartement,78.4,98.0
4.0,1.0,1.0,1.0,306.0,5,5.0,28.0,31.65513,-8.01432,1,1,1,1,1,1,1,1,1,1,Sidi Abbad,Appartement,61.2,76.5
3.0,1.0,2.0,1.0,266.0,5,5.0,4.0,31.6286,-8.0175,1,1,1,1,1,1,0,1,1,0,Marrakech,Appartement,53.2,88.66666666666667
2.0,1.0,1.0,1.0,330.0,5,4.91,27.0,31.6222,-8.0268,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,66.0,165.0
4.0,2.0,4.0,2.0,422.0,5,5.0,4.0,31.6326,-8.0305,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,84.4,105.5
4.0,1.0,1.0,1.0,297.0,5,5.0,13.0,31.66975887155916,-8.01803825320157,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement,59.4,74.25
4.0,2.0,3.0,1.0,420.0,5,4.92,36.0,31.66153493629812,-7.988910854188088,1,1,1,1,1,1,1,1,1,1,Guéliz,Appartement en résidence,84.0,105.0
5.0,2.0,2.0,2.0,350.0,5,5.0,8.0,31.6356,-8.0186,1,1,1,1,1,1,1,1,1,0,Marrakech,Appartement,70.0,70.0
3.0,1.0,1.0,1.0,364.0,5,5.0,14.0,31.5704,-8.0179,1,1,1,0,0,0,1,0,0,1,Marrakech,Appartement,72.8,121.33333333333333
6.0,3.0,3.0,1.0,225.0,5,5.0,3.0,31.67706621939077,-8.020675143403178,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement en résidence,45.0,37.5
6.0,3.0,3.0,1.0,298.0,5,4.94,32.0,31.6423,-8.0181,1,1,1,1,1,1,1,1,1,1,Semlalia,Appartement,59.6,49.666666666666664
3.0,1.0,1.0,1.0,386.0,5,4.91,27.0,31.6358,-8.0082,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement,77.2,128.66666666666666
6.0,2.0,4.0,1.0,321.0,5,4.97,88.0,31.6327,-8.0104,1,1,1,0,1,1,0,1,1,1,Guéliz,Appartement,64.2,53.5
4.0,2.0,2.0,2.0,687.0,5,4.92,24.0,31.57558385922668,-8.013887532184217,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,137.4,171.75
4.0,1.0,1.0,1.0,310.0,5,4.9,84.0,31.62753,-8.0193,1,1,1,1,1,1,1,1,1,1,L'Hivernage,Appartement,62.0,77.5
2.0,1.0,1.0,1.0,278.0,5,5.0,4.0,31.63265090144614,-8.017533114969838,1,1,1,0,1,1,1,0,0,1,Semlalia,Appartement,55.6,139.0
4.0,2.0,2.0,2.0,382.0,5,4.91,27.0,31.63112,-8.02436,1,1,1,1,1,1,1,1,0,1,Marrakech,Appartement,76.4,95.5
6.0,3.0,3.0,1.0,284.0,5,4.95,94.0,31.6592,-8.0216,1,1,1,1,1,1,1,1,1,1,Jnane Awrad,Appartement,56.8,47.333333333333336
3.0,1.0,1.0,1.0,397.0,5,4.87,47.0,31.63401,-8.00789,1,1,1,0,0,0,1,0,1,1,Guéliz,Appartement,79.4,132.33333333333334
2.0,1.0,1.0,1.0,471.0,5,4.95,61.0,31.6332,-8.0074,1,1,1,1,1,1,0,1,1,1,El Hara,Appartement,94.2,235.5
2.0,1.0,1.0,1.0,433.0,5,4.94,16.0,31.5981,-8.0165,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement en résidence,86.6,216.5
4.0,2.0,3.0,2.0,518.0,5,5.0,19.0,31.6519,-8.0059,1,1,1,1,1,1,1,1,0,1,Marrakech,Appartement,103.6,129.5
5.0,2.0,2.0,2.0,343.0,5,5.0,8.0,31.66180343225743,-8.030189834029235,1,1,1,1,1,1,1,1,0,1,Guéliz,Appartement,68.6,68.6
4.0,2.0,3.0,1.0,376.0,5,4.9,80.0,31.6352,-8.0073,1,1,1,1,0,1,0,1,1,1,Guéliz,Appartement,75.2,94.0
2.0,1.0,1.0,1.0,184.0,5,5.0,5.0,31.64129,-8.06176,0,1,0,1,1,0,1,1,1,1,Marrakech,Appartement,36.8,92.0
5.0,2.0,1.0,2.0,332.0,5,4.91,27.0,31.6707,-8.0172,1,1,1,1,1,0,1,1,1,1,Marrakech,Appartement,66.4,66.4
4.0,2.0,2.0,2.0,427.0,5,4.96,45.0,31.6014,-8.013,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,85.4,106.75
4.0,1.0,2.0,1.0,266.0,5,5.0,7.0,31.63791,-8.0026,1,1,0,1,1,1,1,1,0,1,Guéliz,Appartement,53.2,66.5
6.0,3.0,3.0,1.0,329.0,5,4.94,94.0,31.631,-8.0137,1,1,1,1,1,1,0,1,1,1,Guéliz,Appartement,65.8,54.833333333333336
2.0,1.0,1.0,1.0,366.0,5,4.96,53.0,31.6337,-8.0089,1,1,1,0,0,0,1,0,1,1,Guéliz,Appartement,73.2,183.0
3.0,1.0,1.0,1.0,310.0,5,5.0,8.0,31.6347,-8.007,1,1,1,1,1,0,1,0,1,1,Marrakech,Appartement,62.0,103.33333333333333
4.0,1.0,1.0,1.0,394.0,5,4.87,55.0,31.6604,-7.9894,1,1,1,1,0,1,1,1,1,1,Guéliz,Appartement,78.8,98.5
2.0,1.0,1.0,1.0,352.0,5,4.95,20.0,31.6483,-8.0155,1,1,1,0,0,0,1,0,0,1,Semlalia,Appartement,70.4,176.0
5.0,2.0,3.0,2.0,368.0,5,4.95,60.0,31.583,-7.9917,1,1,1,1,0,0,0,0,0,1,Agdal,Appartement,73.6,73.6
4.0,1.0,2.0,1.0,402.0,5,4.91,45.0,31.62645,-8.02692,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,80.4,100.5
3.0,1.0,1.0,1.0,357.0,5,4.91,27.0,31.64789529724543,-8.015585640578175,1,1,1,1,1,1,1,1,1,1,Marrakech,Appartement,71.4,119.0
6.0,3.0,3.0,1.0,259.0,5,5.0,3.0,31.5843,-8.0232,1,1,1,1,1,1,0,1,1,1,Marrakech,Appartement,51.8,43.166666666666664
4.0,1.0,2.0,1.0,294.0,5,5.0,30.0,31.5697,-8.0178,1,1,1,1,1,0,1,1,1,1,Marrakech,Appartement,58.8,73.5
